ticker,security,rec,,yahoo diagram,outlook,rating,use,trust,upward_trend,outlook_date,sector,industry,webscrape_date,net_income,ft_employee,div_yield,one_year,three_year,five_year,ten_year,fifteen_year,avg,rd,peg,profit_margin,roa,roe
THC,Tenet Healthcare,,,,,,,,,,Healthcare,Medical Care,1/1/21,-35,nan,—,5,38.1,5.67,4.08,1.78,,—,0.9,nan,nan,nan
THO,Thor Industries,,,,,,,,,,Consumer Cyclical,Recreational Vehicles,12/28/20,,,1.67,37.67,-11.1,14.07,12.76,7.54,,,0,3.34,4.98,12.68
THS,TreeHouse Foods,,,,,,,,,,Consumer Defensive,Packaged Foods,1/1/21,-5,nan,—,-12.39,-4.94,-11.54,-1.83,5.62,,—,1.9,-0.12,-0.1,-0.28
TIF,Tiffany,,,,46,,1,0,,8/4/18,Consumer Cyclical,Luxury Goods,12/28/20,,,1.76,-0.08,10.28,12.98,8.73,9.44,,,4.9,7.84,4.36,8.99
KIO.JO,Kumba Iron Ore Limited,,,,,,,,,,,,,,,,,,,,,,,,,,
KORS,Michael Kors Holdings,,,,40,,1,0,,8/4/18,Consumer Cyclical,Apparel Manufacturing,,,,,,,,,,,,,,,
TKC,TeurkcellIletisimHizmetlieri AS,,,,,,,,,,,,12/28/20,,,2.41,-8.06,-15.5,-4.46,-6.56,-0.77,,,0,13.22,7.61,19.6
TLRY,Tilray Cannabis,,,,,,,,,,,,1/1/21,-487,nan,—,-51.78,—,—,—,—,,4,0,-242.6,-50.56,-161.76
KOTAKBANK.NS,Kotak Mahindra Bank,,,,,,,,,,,,,,,,,,,,,,,,,,
TMUS,T-Mobile,,,,,,1,0,no,8/4/18,Communication Services,Telecom Services,,,,,,,,,,,,,,,
TOL,"Toll Brothers, Inc.",,,,,,,,,,Consumer Cyclical,Residential Construction,12/28/20,,,0.93,15.7,-0.27,6.71,9.29,1.91,,,0.5,6.31,4.08,8.98
TOUR,Tuniu Corporation,,,,,,,,,,Consumer Cyclical,Leisure,12/28/20,,,,-18.3,-37.52,-35.17,—,—,,,0,-37.54,-12.01,-26.28
TPR,Tapestry,,,,,,,,,,Consumer Cyclical,Luxury Goods,12/28/20,,,,16.63,-8.6,2.3,-2.69,1.75,,,0.5,-9.22,-5.31,-15.68
TPX,"Tempur Sealy International, Inc.",,,,,,,,,,Consumer Cyclical,Home Furnishings & Fixtures,1/1/21,250,nan,—,24.05,19.88,8.92,10.43,16.14,,—,0,7.17,7.63,64.19
LAZR,Luminar Tech,,,,,,,,,,,,,,,,,,,,,,,,,,
TRGP,Targa Resources,,,,,,,,,,Energy,Oil & Gas Midstream,12/28/20,,,5.15,-33.66,-10.78,9.74,6.87,—,,,0,-22.4,-10.46,-44.85
TRIP,TripAdvisor,,,,38,,0,0,,8/4/18,Consumer Cyclical,Leisure,1/1/21,-201,nan,—,-5.27,-2.15,-17.65,—,—,,—,20.1,-24.42,-9.01,-15.73
LLL,L3 Technologies,,,,42,,1,0,,8/4/18,Industrials,Aerospace & Defense,,,,,,,,,,,,,,,
TRP,TC Energy,,,,,,,,,,,,12/28/20,,,5.38,-19.74,-1.12,8.92,4.48,5.11,,,0,34.25,4.41,16.21
TRV,Travelers Cos.,,,,71,,1,0,,8/4/18,Financial Services,Insurance - Property & Casualty,12/28/20,,,2.58,4.21,3.13,6.33,11.42,9.34,,,1.3,7.09,1.98,8.4
TRXC,TransEnterix,,,,,,,,,,,,1/1/21,-59,nan,—,-57.48,-70.79,-54.55,-40.4,-30.17,,18,0,nan,nan,nan
TS,Tenaris S.A.,,,,,,,,,,Energy,Oil & Gas Equipment & Services,12/28/20,,,2.64,-27.41,-17.42,-4.17,-6.89,1.12,,,0,-10.24,-4.08,-5.09
MARUTI.NS,Maruti Suzuki India Limited,,,,,,,,,,,,,,,,,,,,,,,,,,
MNDI.L,Mondi Plc,,,,,,,,,,,,,,,,,,,,,,,,,,
TSLX,TPG Speciality Lending,,,,,,,,,,,,12/28/20,,,7.86,6.93,9.85,12.1,—,—,,,0,86.14,7.71,14.43
MOTHERSUMI.NS,Motherson Sumi Systems Limited,,,,,,,,,,,,,,,,,,,,,,,,,,
TSN,Tyson Foods,,,,59,,0,0,,8/4/18,Consumer Defensive,Farm Products,12/28/20,,,2.62,-27.71,-5.46,5.66,15.25,10.06,,,1.2,4.96,6.31,14.49
MYOK,MyoKardia,,,,,,,,,,,,,,,,,,,,,,,,,,
NDA-FI.HE,Nordea Bank Abp,,,,,,,,,,,,,,,,,,,,,,,,,,
TTM,Tata Motors Ltd,,,,,,,,no,,,,,,,,,,,,,,,,,,
TTMI,"TTM Technologies, Inc.",,,,,,,,no,,Technology,Contract Manufacturers,,,,,,,,,,,,,,,
NDRO,Enduro Royalty Trust,,,,,,1,0,,8/4/18,,,,,,,,,,,,,,,,,
TU,Telus Corp,,,,61,,1,0,,8/4/18,Communication Services,Telecom Services,12/28/20,,,4.47,8.18,6,11.48,9.5,7.39,,,0,8.71,3.37,11.49
TUP,Tupperware Brands Corporation,,,,,,,,,,Consumer Cyclical,Packaging & Containers,1/1/21,19,nan,—,277.51,-16.95,-5.76,0.86,6.36,,—,0,nan,nan,nan
NOVN.SW,Novartis AG,,,,,,,,,,,,,,,,,,,,,,,,,,
NOVO-B.CO,Novo Nordisk AS,,,,,,,,,,,,,,,,,,,,,,,,,,
TWTR,Twitter,,,,64,,0,0,no,8/4/18,Technology,Internet Content & Information,,,,,,,,,,,,,,,
NXP,Nuveen Select Tax-Free Income Portfolio,,,,,,,,,9/8/19,Financial Services,Asset Management,,,,,,,,,,,,,,,
NXT.L,Next Plc,,,,,,,,,,,,,,,,,,,,,,,,,,
TXT,Textron,,,,50,,1,0,,8/4/18,Industrials,Aerospace & Defense,12/28/20,,,0.18,6.9,-5.23,2.57,7.44,1.9,,,0,2.26,1.76,4.86
UA,Under Armour,,,,67,,0,0,,8/4/18,Consumer Cyclical,Apparel Manufacturing,12/28/20,,,,-22.29,1.9,—,—,—,,,4.2,-16.6,-15.77,-41.33
UAL,United Continental Holdings,,,,67,,0,0,no,8/4/18,Industrials,Airlines,,,,,,,,,,,,,,,
OA,Orbital ATK,,,,66,,1,0,,8/4/18,,,,,,,,,,,,,,,,,
UBS,UBS Group AG,,,,,,,,,,Financial Services,Banks - Global,12/28/20,,,2.58,18.46,-4.22,-2.26,1.44,-5.04,,,0.9,18.1,0.55,9.76
UBSI,"United Bankshares, Inc.",,,,,,,,,,Financial Services,Banks - Regional - US,12/28/20,,,4.78,-11.92,1.22,0.8,4.23,2.37,,,0,27.96,1.14,6.8
UBX,Unity Biotechnology,,,,,,,,,,Healthcare,Biotechnology,1/1/21,-92,nan,—,-27.32,—,—,—,—,,72,0,nan,nan,nan
UDR,UDR Inc,,,,71,,1,0,,8/4/18,Real Estate,REIT - Residential,12/28/20,,,3.7,-14.88,2.63,3.36,7.71,5.9,,,0,10.55,1.44,4.06
UGI,UGI,,,,,,,,,,Utilities,Utilities - Regulated Gas,12/28/20,,,3.69,-18.87,-6.46,3.48,7.71,8.52,,,0,8.11,3.89,13.39
UHS,Universal Health Services,,,,47,,1,0,,8/4/18,Healthcare,Medical Care,12/28/20,,,,-4.62,6.39,3.03,12.64,12.71,,,,7.72,7.15,15.47
P,Pandora,,,,37,3.7,0,0,,11/3/20,,,,,,,,,,,,,,,,,
UIVAX,USAA,,,,,,,,no,,,,12/28/20,,,0.88,-1.96,2.11,6.85,8.67,—,,,,,,
UL,Unilever,,,,68,4,0,0,yes,9/8/19,Consumer Defensive,Household & Personal Products,12/28/20,,,3.03,5.63,5.29,9.23,9.19,8.82,,,2.8,11.45,8.75,41.65
ULTA,Ulta Beauty,,,,47,,1,0,,8/4/18,Consumer Cyclical,Specialty Retail,1/1/21,227,nan,—,13.44,8.69,9.19,23.83,—,,—,4.4,3.63,4.63,12.27
PCLN,Priceline Group,,,,36,,0,0,,8/4/18,Consumer Discretionary,Internet & Direct Marketing Retail,,,,,,,,,,,,,,,
UNFI,United Natural Foods,,,,31,,0,0,no,8/4/18,Consumer Defensive,Food Distribution,,,,,,,,,,,,,,,
PGNX,"Progenics Pharmaceuticals, Inc.",,,,,,,,,,Healthcare,Biotechnology,,,,,,,,,,,,,,,
UNM,Unum Group,,,,70,,1,0,,8/4/18,Financial Services,Insurance - Life,12/28/20,,,5.13,-19.45,-22.87,-4.23,1.97,2.16,,,0,8,1.4,9.29
POWERGRID.NS,Power Grid Corporation of India Limited,,,,,,,,,,,,,,,,,,,,,,,,,,
UNVR,Univar,,,,,,,,,,Basic Materials,Chemicals,1/1/21,32,nan,—,-21.58,-15,2.25,—,—,,—,0,0.38,0.48,1.8
UPS,United Parcel Service,,,,54,,0,0,,8/4/18,Industrials,Integrated Shipping & Logistics,12/28/20,,,2.36,47.47,15.38,14.31,10.73,6.99,,,2.2,5.71,7.92,82.22
URBN,Urban Outfitters,,,,35,,0,0,no,8/4/18,Consumer Cyclical,Apparel Stores,,,,,,,,,,,,,,,
URI,United Rentals,,,,68,,1,0,no,8/4/18,Industrials,Rental & Leasing Services,,,,,,,,,,,,,,,
USAC,Usa Compression Partners LP,,,,84,,1,0,,8/4/18,Energy,Oil & Gas Equipment & Services,12/28/20,,,17.86,-17.41,4.34,16.84,—,—,,,0,-92.03,-18.71,-48.86
USB,U.S. Bancorp,,,,62,,1,0,,8/4/18,Financial Services,Banks - Regional - US,12/28/20,,,3.89,-19.07,-1.96,4.37,7.74,4.92,,,4.8,19.89,0.9,9.78
USFD,US Foods Holding,,,,43,3.2,,,no,9/8/19,Consumer Defensive,Food Distribution,,,,,,,,,,,,,,,
UTX,United Technologies,,,,51,,1,0,,8/4/18,Industrials,Aerospace & Defense,12/28/20,,,,1.63,4.91,5.85,6.46,5.01,,,0,-3.01,-1.67,-4.61
PUSH,Publix Super Markets,,,,,,,,,,,,,,,,,,,,,,,,,,
VAC,Marriott Vacations Worldwide,,,,68,,0,0,yes,8/4/18,Consumer Cyclical,Resorts & Casinos,12/28/20,,,0.85,4.18,0.61,20,—,—,,,0,-4.89,-1.82,-5.68
VAR,Varian Medical Systems,,,,60,,1,0,,8/4/18,Healthcare,Medical Instruments & Supplies,1/1/21,269,nan,—,23.24,16.34,18.16,10.39,9.11,,281,3.7,8.5,6.29,14.01
VC,Visteon,,,,34,,1,0,,8/4/18,Consumer Cyclical,Auto Parts,1/1/21,-39,nan,—,44.96,0.1,8.09,8.57,—,,—,0,-1.56,-1.8,-9.08
VEDL,Vedanta Limited,,,,,,,,,,,,12/28/20,,,10.99,11.28,-17.59,18.51,—,—,,,0,-9.08,-3.93,-12.33
QQQ,Invesco QQQ Trust Series 1 NASDAQ ETF,,,,,,0,0,yes,,,,,,,,,,,,,,,,,,
VFC,V.F. Corp.,,,,55,,1,0,,8/4/18,Consumer Cyclical,Apparel Manufacturing,12/28/20,,,2.3,-12.59,9.46,10.11,17.12,14.67,,,3.6,-0.53,-0.39,-1.26
VGR,Vector Group Ltd.,,,,,,,,,,Consumer Defensive,Tobacco,12/28/20,,,8.9,-2.58,-7.97,-1.1,8.15,7.91,,,0,,,
RELIANCE.NS,Reliance Industries Limited,,,,,,,,,,,,,,,,,,,,,,,,,,
RHT,Red Hat Inc,,,,,,,,,,,,,,,,,,,,,,,,,,
ROX,Castle Brands,,,,,,,,,,,,,,,,,,,,,,,,,,
VIRT,Virtu Financial,,,,,,,,,,,,12/28/20,,,4.21,62.45,15.07,5.98,—,—,,,0,16.96,5.42,42.64
VIV,Telefonica Brasil,,,,,,,,,,,,12/28/20,,,,-35.45,-9.32,5.73,-1.32,3.39,,,0.7,10.97,4.32,6.77
SCC.BK,Siam Cement Public Company Limited,,,,,,,,,,,,,,,,,,,,,,,,,,
VLO,Valero Energy,,,,69,,1,0,,8/4/18,Energy,Oil & Gas Refining & Marketing,12/28/20,,,7.29,-36.68,-10.66,0.11,12.67,2.73,,,8.6,-0.01,-0.02,-0.05
VMC,Vulcan Materials,,,,62,,1,0,,8/4/18,Basic Materials,Building Materials,12/28/20,,,0.97,2.53,5.51,9.62,13.2,5.88,,,1.4,12.55,5.52,10.65
VNO,Vornado Realty Trust,,,,58,,1,0,,8/4/18,Real Estate,REIT - Office,12/28/20,,,6.12,-40.26,-15.88,-12.48,-0.62,0.8,,,0,3.3,0.3,0.91
VOD,Vodafone Group Plc,,,,,,,,,,,,12/28/20,,,5.94,-9.43,-13.77,-5.79,3.28,2.91,,,0,5.67,1.59,4.33
SDRL,Seadrill,,,,,,,,,,,,,,,,,,,,,,,,,,
VOYA,Voya Financial,,,,48,3.4,0,0,,9/8/19,Financial Services,Asset Management,12/28/20,,,1.04,-3.04,5.6,9.68,—,—,,,0,-17.68,-0.76,-12.65
VRS,Verso Corp,,,,,,,,,,,,12/28/20,,,1.85,-11.76,-2.71,—,—,—,,,0,8.03,8.68,16.44
SMDS.L,DS Smith Plc,,,,,,,,,,,,,,,,,,,,,,,,,,
VRSN,Verisign Inc.,,,,74,,1,0,no,8/4/18,Technology,Internet Content & Information,,,,,,,,,,,,,,,
VRTV,Veritiv,,,,,,,,,,Industrials,Business Equipment,12/28/20,,,,5.43,-10.85,-11.66,—,—,,,0,0.09,0.22,1.05
VRTX,Vertex Pharmaceuticals Inc,,,,76,3.8,1,0,maybe,8/4/18,Healthcare,Biotechnology,12/28/20,2691,,,5.2,15.43,13.4,20.76,15.12,,1843,0.4,44.91,28.6,40.2
VSAT,Visasat,,,,,,,,,,,,1/1/21,-2,nan,—,-55.39,-24.16,-11.75,-3.03,1.34,,118,0,-0.1,-0.05,-0.11
VST,Vistra Energy,,,,,,,,,,Utilities,Utilities - Independent Power Producers,12/28/20,,,,-13.85,4.02,—,—,—,,,0.9,7.63,3.46,11.07
VTR,Ventas,,,,76,,1,0,,8/4/18,Real Estate,REIT - Healthcare Facilities,12/28/20,,,5.19,-10.35,-1.26,2.59,4.97,7.49,,,315.3,8.81,1.39,3.26
VTRS,Viatris,,,,,,,,no,,,,,,,,,,,,,,,,,,
VZ,Verizon,,,,48,,0,0,,8/4/18,Communication Services,Telecom Services,12/28/20,,,4.09,-0.13,7.43,8.67,8.6,7.65,,,4,14.26,6.29,29.53
W,Wayfair,,,,,,,,no,,Consumer Cyclical,Specialty Retail,,,,,,,,,,,,,,,
WAT,Waters,,,,77,,1,0,,8/4/18,Healthcare,Diagnostics & Research,1/1/21,504,nan,—,5.89,8.6,12.95,12.28,13.34,,138,3.3,nan,nan,nan
WB,Weibo Corporation,,,,,,,,,,Technology,Internet Content & Information,1/1/21,379,nan,—,-11.56,-26.55,16.02,—,—,,309,0,23.07,7.17,15.81
WBA,Walgreens Boots Alliance,,,,40,,0,0,,8/4/18,Consumer Defensive,Pharmaceutical Retailers,12/28/20,,,4.87,-29.67,-14.88,-10.97,3.12,1.56,,,0,0.33,0.59,2.07
WBAI,500.com Limited,,,,,,,,,,Consumer Cyclical,Gambling,1/1/21,-542,nan,—,4.65,-3.8,-14.85,—,—,,40,0,nan,nan,nan
WBK,Westpac Banking Group,,,,,,,,,,Financial Services,Banks - Global,12/28/20,,,5.34,-10.19,-10.29,-2.86,1.93,4.48,,,0.6,11.5,0.25,3.43
WCC,WESCO International,,,,26,,1,0,,8/4/18,Industrials,Industrial Distribution,1/1/21,134,nan,—,32.18,4.83,12.44,4.05,4.14,,—,0.8,1.14,1.39,4.35
STFGX,State Farm Insurance,,,,,,,,yes,,,,,,,,,,,,,,,,,,
STI,SunTrust Banks,,,,,,1,0,,8/4/18,Financial Services,Banks - Regional - US,,,,,,,,,,,,,,,
WDC,Western Digital,,,,51,,0,0,,8/4/18,Technology,Data Storage,12/28/20,,,2.23,-17.82,-12.21,-0.41,6.51,8.63,,,0.7,-0.2,-0.13,-0.36
WEC,WEC Energy Group,,,,8,,1,0,,8/4/18,Utilities,Utilities - Regulated Electric,12/28/20,,,2.66,0.76,13.68,14.39,13.82,12.27,,,2.7,16.6,3.45,11.72
WEN,Wendys,,,,,,,,,,,,12/28/20,,,1.32,3.38,12.71,17.4,18.46,3.3,,,3.5,6.26,2.09,18.04
WFC,Wells Fargo,,,,54,,1,1,,8/4/18,Financial Services,Banks - Global,12/28/20,,,4.46,-42.23,-17.27,-7.13,3.28,2.74,,,0,2.17,0.08,0.97
WHR,Whirlpool,,,,44,,1,0,,8/4/18,Consumer Cyclical,Home Furnishings & Fixtures,12/28/20,,,2.49,30.24,5.31,6.85,9.32,6.94,,,0,4.58,4.5,27.25
WIN,Windstream Holdings,,,,21,,1,0,,8/4/18,Communication Services,Telecom Services,12/28/20,,,,-10.26,-10.61,-11.09,3.42,-13.64,,,0,-43.42,-7.22,-18.22
SVU,Supervalu,,,,,,1,0,,8/4/18,Consumer Defensive,Grocery Stores,,,,,,,,,,,,,,,
TATN.ME,PJSC Tatneft,,,,,,,,,,,,,,,,,,,,,,,,,,
WLK,Westlake Chemical,,,,,,,,,,Basic Materials,Specialty Chemicals,12/29/20,,,1.42,16.45,-7.87,9.14,15.13,12.84,,,0,3.91,2.16,4.93
WLTW,Willis Towers Watson,,,,53,,1,0,,8/4/18,Financial Services,Insurance Brokers,1/1/21,1064,nan,—,5.69,13.17,11.57,9.98,6.48,,—,0.9,11.47,2.89,10.43
WM,Waste Management,,,,58,,0,0,,8/4/18,Industrials,Waste Management,12/29/20,,,1.8,5.6,12.9,18.79,13.91,10.72,,,3.1,10.04,5.8,21.59
WMB,Williams,,,,42,,1,0,,8/4/18,Energy,Oil & Gas Midstream,12/29/20,,,,-7.84,-6.9,2.08,5.36,4.28,,,0.7,2.79,0.48,1.69
WMC,Western Asset Mortgage Capital Corp,,,,51,,1,0,,8/4/18,Real Estate,REIT - Diversified,12/29/20,,,11.73,-67.24,-15.7,-4.43,—,—,,,0,,,
WMT,Walmart,,,,47,3.3,0,0,maybe,11/3/20,Consumer Defensive,Discount Stores,12/29/20,,,1.41,23.24,15.1,20.7,11.83,8.79,,,3.9,3.6,8.05,25.79
TECD,Tech Data,,,,56,3.3,,,maybe,9/8/19,Technology,Computer Distribution,,,,,,,,,,,,,,,
WPC,W.P. Carey,,,,39,,1,0,,8/4/18,Real Estate,REIT - Diversified,12/29/20,,,6.02,-5.57,5.5,8.2,12.82,10.74,,,0,37.1,3.18,6.5
WPG,Washington Prime Group Inc,,,,29,,1,0,,8/4/18,Real Estate,REIT - Retail,12/29/20,,,,-74.34,-25.98,-14.32,—,—,,,0,-19.32,-2.49,-19.79
WRB,W.R. Berkley,,,,,,,,,,Financial Services,Insurance - Property & Casualty,12/29/20,,,0.71,-2.93,13.32,14.17,15,8.74,,,1.6,4.34,1.24,5.61
WRK,WestRock,,,,43,,1,0,,8/4/18,Consumer Cyclical,Packaging & Containers,12/29/20,,,2.52,5.48,-8.42,3.67,7.87,15.41,,,1.9,-3.93,-2.34,-6.2
WSM,"Williams-Sonoma, Inc.",,,,,,,,,,Consumer Cyclical,Specialty Retail,12/29/20,,,,45.29,27.76,13.81,12.65,6.96,,,1.3,8.49,13,42.45
TECHM.NS,Tech Mahindra Limited,,,,,,,,,,,,,,,,,,,,,,,,,,
WTR,Aqua America Stock,,,,,,,0,yes,,Utilities,Utilities - Regulated Water,1/1/21,-1,nan,nan,300,-37.13,-25.56,-35.08,—,,—,0,nan,nan,nan
TIVO,TiVo Corporation,,,,,,,,,,Technology,Software - Application,,,,,,,,,,,,,,,
WU,Western Union,,,,48,,1,0,,8/4/18,Financial Services,Credit Services,12/29/20,,,,-17.39,8.22,6.94,4.31,—,,,0.9,,,
TSS,Total System Services,,,,44,,1,0,,8/4/18,Technology,Software - Infrastructure,,,,,,,,,,,,,,,
WY,Weyerhaeuser,,,,56,,1,0,,8/4/18,Real Estate,REIT - Diversified,12/29/20,491,,,14.14,1.53,5.2,8.76,4.16,,6,0.5,7,2.96,5.73
WYN,Wyndham Worldwide,,,,43,,0,0,,8/4/18,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1/1/21,6,nan,nan,15.87,-7.75,-6.57,4.14,5.02,,—,0,1.36,3.54,6.58
WYNN,Wynn Resorts,,,,64,,1,0,,8/4/18,Consumer Cyclical,Resorts & Casinos,12/29/20,,,1.99,-16.69,-9.96,13.19,4.59,8.38,,,0,-61.07,-13.73,-209.01
X,United States Steel,,,,13,,1,0,,8/4/18,Basic Materials,Steel,12/29/20,,,,46.77,-22.32,15.62,-11.01,-5.28,,,0,-18.81,-16.62,-49.22
XEC,Cimarex Energy,,,,73,,1,0,,8/4/18,Energy,Oil & Gas E&P,12/29/20,,,,-26.95,-31.61,-14.84,-7.08,0.12,,,0,-133.64,-38.94,-87.62
XEL,Xcel Energy,,,,38,,1,0,,8/4/18,Utilities,Utilities - Regulated Electric,12/29/20,,,2.52,6.22,13.44,15.09,12.83,10.43,,,3.6,12.98,2.84,10.97
TWX,Time Warner,,,,46,,0,0,,8/4/18,Consumer Discretionary,Broadcasting & Cable TV,,,,,,,,,,,,,,,
ULTI,Ultimate Software,,,,93,,1,0,,8/4/18,Technology,Software - Infrastructure,,,,,,,,,,,,,,,
VIAC,ViacomCBS,,,,39,,1,0,,8/4/18,Consumer Cyclical,Media - Diversified,,,,,,,,,,,,,,,
VLDR,Velodyne Lidar,,,,,,,,too early,,,,,,,,,,,,,,,,,,
XOM,Exxon Mobil,,,,58,,1,0,,8/4/18,Energy,Oil & Gas Integrated,12/29/20,,,9.13,-35.3,-14.85,-5.96,-0.48,2.17,,,2.7,1.7,0.93,1.81
XPO,XPO Logistics,,,,67,3.8,,,maybe,9/8/19,Industrials,Integrated Shipping & Logistics,12/29/20,,,,46.74,8.85,34.31,29.22,28.44,,,2.5,0.51,0.54,3.11
XRAY,Dentsply Sirona,,,,51,,1,0,,8/4/18,Healthcare,Medical Instruments & Supplies,12/29/20,,,0.79,-7.27,-7,-2.44,4.83,4.98,,,0,-2.35,-0.92,-1.61
XRX,Xerox,,,,22,,1,0,,8/4/18,Technology,Information Technology Services,12/29/20,933,,,-34.92,-4.03,-10.99,-4.88,-4.35,,329,0,12.19,6.12,17.84
XYF,X Financials,,,,,,,,,,,,1/1/21,-573,nan,—,-60.55,—,—,—,—,,—,0,-30.61,-7.3,-14.43
VOO,Vanguard SP 500 ETF,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Alleghany,,,,,,,,,9/8/19,Financial Services,Insurance - Property & Casualty,1/1/21,-26,nan,—,-22.62,1.25,5.3,7.49,6.17,,—,0,-0.3,-0.09,-0.29
YELP,Yelp Inc.,,,,,,,,,,Technology,Internet Content & Information,12/29/20,,,,-11.39,-9.91,2.07,—,—,,,0,-2.57,-2.16,-3.08
WCG,WellCare Health Plans,,,,66,3.8,1,0,maybe,9/8/19,Healthcare,Health Care Plans,,,,,,,,,,,,,,,
YEXT,Yext,,,,,,,,,,,,1/1/21,-107,nan,—,9.02,9.33,—,—,—,,57,0,-31.11,-21.38,-51.79
WIPRO.BO,Wipro Limited,,,,,,,,,,,,,,,,,,,,,,,,,,
YUM,Yum Brands,,,,60,,0,0,,8/4/18,Consumer Cyclical,Restaurants,12/29/20,,,,9.58,11.56,14.21,11.81,13.24,,,2.4,,,
WTB.L,Whitbread Plc,,,,,,,,,,,,,,,,,,,,,,,,,,
YY,YY Inc,,,,,,1,0,no,8/4/18,Technology,Internet Content & Information,12/29/20,9861,,0.35,41.54,-11.95,4.15,—,—,,3028,0.4,32.23,18.66,26
WUBA,58.com Inc.,,,,,,,,,9/8/19,Technology,Internet Content & Information,,,,,,,,,,,,,,,
ZBH,Zimmer Biomet Holdings,,,,33,,1,0,,8/4/18,Healthcare,Medical Devices,12/29/20,,,,-0.11,7.62,8.52,11.23,5.68,,,38.4,-2.15,-0.63,-1.27
XHW,Sherwin-Williams,,,,,,,,yes,,,,,,,,,,,,,,,,,,
XL,XL Catlin,,,,53,,1,0,,8/4/18,Financials,Property & Casualty Insurance,,,,,,,,,,,,,,,
ZION,Zions Bancorp,,,,63,,1,0,,8/4/18,Financial Services,Banks - Regional - US,12/29/20,,,3.52,-13.17,-2.87,11.56,7.05,-2.39,,,3.1,14.37,0.54,5.7
YESBANK.NS,Yes Bank Limited,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNGA,Zynga Inc,,,,,,1,0,no,8/4/18,Technology,Electronic Gaming & Multimedia,,,,,,,,,,,,,,,
ZAYO,Zayo,,,,,,,,,,,,,,,,,,,,,,,,,,
